CaseID,ActivityID,CompleteTimestamp
42,1,6/16/2011 20:23
42,8,6/16/2011 20:51
42,6,6/16/2011 21:39
43,1,4/10/2012 16:56
43,8,4/10/2012 17:27
43,6,4/10/2012 18:53
44,1,11/30/2010 1:09
44,8,11/30/2010 1:19
44,6,11/30/2010 1:20
45,1,1/20/2012 23:08
45,8,1/25/2012 20:46
45,6,3/2/2012 19:40
47,1,5/25/2011 17:48
47,8,5/25/2011 17:48
47,6,5/30/2011 23:04
48,3,12/1/2010 22:42
48,1,12/2/2010 23:07
48,8,12/2/2010 23:07
48,6,12/2/2010 23:08
49,1,11/25/2011 23:33
49,8,11/25/2011 23:47
49,9,11/29/2011 23:47
49,6,12/3/2011 1:25
50,1,1/16/2012 19:53
50,8,1/16/2012 19:59
50,6,1/17/2012 1:37
50,6,1/17/2012 1:37
51,1,6/13/2012 21:55
51,8,6/14/2012 15:07
51,9,6/15/2012 15:16
51,6,7/2/2012 17:41
52,1,7/26/2012 23:18
52,8,7/26/2012 23:18
52,6,7/27/2012 18:46
53,1,10/14/2010 21:53
53,8,10/15/2010 21:02
53,9,10/28/2010 23:12
53,9,10/28/2010 23:12
53,8,10/29/2010 21:42
53,6,11/4/2010 17:48
55,1,10/26/2011 23:51
55,8,11/1/2011 0:19
55,9,11/7/2011 17:44
55,6,11/21/2011 17:21
56,1,1/30/2012 20:32
56,6,1/30/2012 20:33
57,1,10/29/2010 17:39
57,8,11/2/2010 23:56
57,6,11/3/2010 0:39
59,1,3/28/2012 20:28
59,8,3/28/2012 20:28
59,6,3/28/2012 23:32
59,6,3/28/2012 23:32
60,1,4/6/2011 23:35
60,8,4/6/2011 23:36
60,9,4/7/2011 23:41
60,8,4/13/2011 16:49
60,6,4/13/2011 16:49
61,1,9/16/2011 15:04
61,8,9/16/2011 15:18
61,6,9/16/2011 23:04
62,1,5/28/2012 23:16
62,6,5/28/2012 23:18
64,1,4/14/2011 23:54
64,1,4/14/2011 23:54
64,9,4/15/2011 18:41
64,8,4/27/2011 18:30
64,9,4/27/2011 18:30
64,8,5/6/2011 17:42
64,6,5/6/2011 17:42
66,1,6/26/2012 16:46
66,8,6/26/2012 16:47
66,6,6/26/2012 21:05
67,1,12/31/2010 0:03
67,8,1/11/2011 17:40
67,6,1/13/2011 20:45
68,1,4/11/2012 22:09
68,8,4/11/2012 22:09
68,6,4/12/2012 18:31
70,1,6/7/2011 15:34
70,8,6/7/2011 15:35
70,9,7/8/2011 16:44
70,6,7/12/2011 15:00
71,1,11/2/2011 17:20
71,8,11/2/2011 17:20
71,6,11/2/2011 18:49
72,1,1/25/2011 22:15
72,8,1/25/2011 22:15
72,6,2/14/2011 20:48
73,1,7/31/2012 19:01
73,6,7/31/2012 19:02
74,6,2/10/2012 20:42
75,1,3/12/2010 0:15
75,1,4/23/2010 15:44
75,8,4/23/2010 15:44
75,6,4/23/2010 15:45
76,1,1/11/2012 0:01
76,6,1/11/2012 0:58
78,1,11/8/2011 18:18
78,8,11/8/2011 18:22
78,6,12/6/2011 1:33
80,1,8/2/2012 17:22
80,8,8/3/2012 20:12
80,6,8/10/2012 18:13
81,1,2/9/2010 17:31
81,8,2/9/2010 17:35
81,9,2/9/2010 17:35
81,9,2/9/2010 17:36
81,8,2/19/2010 17:31
81,6,2/19/2010 17:32
84,1,12/10/2010 18:15
84,8,12/10/2010 18:16
84,6,12/10/2010 18:16
85,1,2/25/2011 2:01
85,8,2/25/2011 2:03
85,6,3/4/2011 19:02
86,1,6/13/2012 0:12
86,8,6/15/2012 15:27
86,9,6/15/2012 18:00
86,6,6/18/2012 17:42
87,1,11/14/2011 23:35
87,8,11/18/2011 1:58
87,9,11/18/2011 1:59
87,6,11/25/2011 18:30
87,8,11/28/2011 22:50
87,9,11/28/2011 22:59
87,6,12/7/2011 22:41
88,1,9/24/2010 15:57
88,1,9/24/2010 21:43
88,9,9/24/2010 21:44
88,8,10/4/2010 18:48
88,6,10/4/2010 18:49
90,1,3/16/2010 16:59
90,8,3/17/2010 18:02
90,6,3/17/2010 18:49
91,1,5/24/2011 20:51
91,8,5/24/2011 20:52
91,6,5/24/2011 21:36
92,1,3/9/2010 19:09
92,8,3/9/2010 19:09
92,6,3/18/2010 18:27
93,1,7/25/2012 15:02
93,8,7/30/2012 17:39
93,6,8/2/2012 23:14
94,1,2/8/2012 17:33
94,8,2/8/2012 17:34
94,6,2/8/2012 17:34
95,1,9/26/2011 18:27
95,8,9/29/2011 21:54
95,6,9/30/2011 17:09
96,1,2/28/2012 1:31
96,8,2/28/2012 17:52
96,6,2/29/2012 17:25
96,6,2/29/2012 17:25
98,1,7/5/2012 20:16
98,8,7/5/2012 20:20
98,6,7/9/2012 21:21
99,1,5/11/2011 18:16
99,8,5/11/2011 18:17
99,6,5/16/2011 16:33
101,3,6/18/2010 21:47
101,1,6/18/2010 22:18
101,8,6/29/2010 15:35
101,6,6/29/2010 16:33
102,1,1/30/2012 18:09
102,8,1/30/2012 18:09
102,6,1/31/2012 17:12
103,1,6/7/2010 15:30
103,1,6/7/2010 15:49
103,8,6/7/2010 23:16
103,9,6/8/2010 18:37
103,8,6/9/2010 15:18
103,2,6/9/2010 15:18
103,6,6/16/2010 17:23
104,1,1/27/2011 17:34
104,8,1/27/2011 18:32
104,6,1/27/2011 18:34
108,1,1/12/2011 20:28
108,8,1/24/2011 18:21
108,6,1/26/2011 17:12
109,1,9/24/2010 23:35
109,8,9/27/2010 17:11
109,9,9/28/2010 16:31
109,8,11/8/2010 18:33
109,6,11/8/2010 18:33
110,1,12/16/2010 18:33
110,8,12/16/2010 18:40
110,6,12/17/2010 0:52
111,1,6/29/2010 22:00
111,8,6/29/2010 23:16
111,6,6/30/2010 16:05
111,8,6/30/2010 22:19
111,9,7/1/2010 17:00
111,8,7/2/2010 22:07
111,6,7/2/2010 22:08
112,1,10/6/2011 15:50
112,8,10/7/2011 22:03
112,6,10/14/2011 22:44
113,3,5/6/2010 23:51
113,1,5/24/2010 18:23
113,8,5/25/2010 21:48
113,6,5/25/2010 22:11
116,1,4/8/2011 21:02
116,8,4/8/2011 21:02
116,6,4/8/2011 21:07
117,1,7/19/2012 18:59
117,8,7/20/2012 16:49
117,6,7/20/2012 22:44
118,1,3/7/2011 20:02
118,8,3/7/2011 20:02
118,6,3/7/2011 22:14
119,1,12/5/2011 23:22
119,8,12/5/2011 23:58
119,6,12/13/2011 18:22
120,1,4/24/2012 22:07
120,8,5/8/2012 18:53
120,9,5/8/2012 20:31
120,6,5/8/2012 22:04
121,1,2/9/2011 22:28
121,8,2/9/2011 23:21
121,6,2/9/2011 23:21
122,1,2/15/2011 0:23
122,8,2/15/2011 20:17
122,6,2/15/2011 20:52
123,1,5/6/2011 15:33
123,8,5/6/2011 15:33
123,9,5/6/2011 20:55
123,8,5/12/2011 21:45
123,6,5/12/2011 21:45
124,1,6/7/2012 23:31
124,8,6/8/2012 14:47
124,6,6/8/2012 14:47
125,1,8/19/2010 17:48
125,8,8/19/2010 17:49
125,9,8/19/2010 18:07
125,8,9/13/2010 16:15
125,6,9/13/2010 16:49
126,1,7/25/2012 23:34
126,1,8/27/2012 21:28
126,6,8/27/2012 22:18
127,1,3/12/2010 18:28
127,8,3/12/2010 18:29
127,6,3/12/2010 18:37
128,1,11/28/2011 17:10
128,6,11/28/2011 18:46
128,6,11/28/2011 18:46
130,3,4/8/2010 16:58
130,1,4/8/2010 17:01
130,8,4/8/2010 17:01
130,6,4/8/2010 17:01
132,1,6/21/2012 20:50
132,8,6/21/2012 21:30
132,9,6/21/2012 22:32
132,6,6/25/2012 20:03
133,1,1/26/2011 20:24
133,1,1/26/2011 20:59
133,8,1/26/2011 21:00
133,6,1/28/2011 23:29
134,1,4/19/2011 22:42
134,8,4/19/2011 22:45
134,6,4/19/2011 22:45
135,1,2/8/2011 20:57
135,8,2/8/2011 20:58
135,9,2/10/2011 17:27
135,8,2/14/2011 21:01
135,6,2/14/2011 21:02
135,8,3/3/2011 18:46
135,6,3/3/2011 23:05
136,1,6/6/2012 22:48
136,8,6/7/2012 20:19
136,6,6/8/2012 15:13
137,1,8/5/2011 21:00
137,8,8/11/2011 18:30
137,9,8/12/2011 21:42
137,6,8/19/2011 20:25
138,1,3/2/2012 18:13
138,8,3/2/2012 18:13
138,6,3/2/2012 18:34
139,1,4/19/2010 15:44
139,8,4/19/2010 17:15
139,6,4/19/2010 17:26
141,1,1/12/2011 19:39
141,8,1/12/2011 19:39
141,9,1/12/2011 19:50
141,8,1/12/2011 20:07
141,9,1/12/2011 20:34
141,8,1/26/2011 18:25
141,6,1/26/2011 18:26
142,1,3/7/2012 20:00
142,8,3/8/2012 22:53
142,6,3/9/2012 23:48
146,1,10/5/2010 22:55
146,8,10/5/2010 23:09
146,6,10/5/2010 23:09
148,1,1/9/2012 20:19
148,8,1/10/2012 1:14
148,6,1/10/2012 1:14
148,6,1/10/2012 1:14
149,1,2/9/2011 23:35
149,8,2/10/2011 0:16
149,6,2/10/2011 0:24
150,3,5/18/2011 16:39
150,1,5/18/2011 16:39
150,8,5/18/2011 16:41
150,9,5/23/2011 23:20
150,8,5/26/2011 15:55
150,6,5/26/2011 15:56
151,1,2/10/2010 19:25
151,8,2/10/2010 19:33
151,6,2/10/2010 19:33
152,1,5/18/2012 20:08
152,8,5/24/2012 18:00
152,6,5/25/2012 16:12
153,1,7/2/2012 15:35
153,8,7/2/2012 19:00
153,6,7/2/2012 19:01
155,1,12/15/2010 1:19
155,8,12/17/2010 19:45
155,9,12/24/2010 0:26
155,8,1/18/2011 20:15
155,6,1/18/2011 20:15
157,1,5/24/2011 15:13
157,8,5/31/2011 23:42
157,6,6/6/2011 18:19
158,1,9/20/2010 23:57
158,8,9/21/2010 15:45
158,6,9/21/2010 15:53
159,1,9/21/2011 15:12
159,8,9/21/2011 15:46
159,6,9/27/2011 21:20
160,1,2/25/2011 19:55
160,8,2/25/2011 22:26
160,6,2/25/2011 22:28
161,1,8/10/2010 15:16
161,8,8/12/2010 18:33
161,6,8/13/2010 15:24
162,1,10/4/2011 23:47
162,1,10/7/2011 21:29
162,6,10/7/2011 21:30
163,1,10/15/2010 16:27
163,8,10/27/2010 19:46
163,6,10/27/2010 19:46
164,1,9/28/2010 20:44
164,8,9/28/2010 20:46
164,6,9/28/2010 22:03
165,1,1/14/2012 1:36
165,6,1/14/2012 1:36
166,1,2/11/2010 17:48
166,8,2/24/2010 1:56
166,6,2/24/2010 1:56
167,1,11/23/2011 23:43
167,8,11/25/2011 19:12
167,9,11/25/2011 23:01
167,6,11/28/2011 18:25
167,6,11/28/2011 18:25
168,1,1/9/2012 19:01
168,8,1/9/2012 20:20
168,6,1/9/2012 20:21
170,1,5/2/2012 23:54
170,8,5/3/2012 15:51
170,9,5/3/2012 16:01
170,8,5/17/2012 15:46
170,9,5/17/2012 15:47
170,6,5/18/2012 15:18
171,1,8/29/2011 22:12
171,1,8/30/2011 17:49
171,8,8/30/2011 18:06
171,6,8/31/2011 15:34
172,1,9/17/2010 0:02
172,8,9/21/2010 22:03
172,6,9/27/2010 18:08
173,1,11/15/2010 18:15
173,1,11/15/2010 18:15
173,8,11/16/2010 21:58
173,6,11/16/2010 22:01
174,1,10/24/2011 18:22
174,8,11/4/2011 0:48
174,9,11/5/2011 1:24
174,6,11/9/2011 23:20
175,1,10/5/2010 15:46
175,8,10/5/2010 15:59
175,6,10/5/2010 16:00
176,1,7/17/2012 18:44
176,8,7/17/2012 18:44
176,6,7/18/2012 21:11
177,1,1/18/2012 17:12
177,8,1/18/2012 17:21
177,6,1/18/2012 18:42
178,1,2/22/2012 23:49
178,8,2/22/2012 23:49
178,6,2/29/2012 18:36
179,1,4/11/2012 21:30
179,8,4/12/2012 17:29
179,6,4/12/2012 20:57
180,1,10/6/2011 18:23
180,8,10/6/2011 22:07
180,6,10/6/2011 22:31
181,1,9/29/2011 17:51
181,6,9/30/2011 21:14
182,1,5/20/2010 16:31
182,8,5/24/2010 18:55
182,6,5/24/2010 18:59
183,3,5/19/2010 23:08
183,1,5/20/2010 15:53
183,8,5/24/2010 15:15
183,6,5/24/2010 15:18
185,1,11/2/2010 22:49
185,8,11/3/2010 23:06
185,9,11/3/2010 23:06
185,8,11/18/2010 18:52
185,6,11/18/2010 18:52
186,1,7/13/2012 16:20
186,8,7/13/2012 21:25
186,9,7/13/2012 21:48
186,6,7/18/2012 15:05
187,1,10/25/2010 21:14
187,8,10/27/2010 21:27
187,6,10/27/2010 21:29
188,1,1/9/2012 22:58
188,8,1/9/2012 22:59
188,6,1/10/2012 18:03
189,1,2/2/2010 22:49
189,1,2/2/2010 23:04
189,8,2/3/2010 23:27
189,6,2/3/2010 23:27
190,1,2/22/2011 0:36
190,8,2/22/2011 1:44
190,6,3/3/2011 23:26
194,1,2/8/2012 20:28
194,8,2/10/2012 19:28
194,6,3/5/2012 20:31
195,1,9/21/2010 18:53
195,8,9/23/2010 17:25
195,9,9/27/2010 18:09
195,8,9/29/2010 15:06
195,9,9/29/2010 16:04
195,8,9/29/2010 20:29
195,6,9/29/2010 20:29
196,1,11/16/2011 19:45
196,8,11/17/2011 22:31
196,6,11/17/2011 22:32
197,1,6/1/2012 16:18
197,8,6/4/2012 15:56
197,6,6/4/2012 17:46
197,6,6/4/2012 17:46
198,1,4/28/2011 21:46
198,8,4/28/2011 21:46
198,6,5/9/2011 23:43
199,8,12/14/2011 0:45
199,6,12/14/2011 19:27
200,1,4/12/2012 22:59
200,8,4/13/2012 23:07
200,6,4/16/2012 21:40
201,1,8/22/2011 15:06
201,8,8/22/2011 17:14
201,6,8/22/2011 17:31
203,1,6/11/2010 18:18
203,8,6/11/2010 20:22
203,6,6/16/2010 16:04
204,1,11/1/2011 0:30
204,8,11/1/2011 0:30
204,6,11/2/2011 22:41
205,1,12/7/2010 20:10
205,8,12/9/2010 20:19
205,9,12/20/2010 23:24
205,8,12/21/2010 22:36
205,6,12/21/2010 23:31
206,1,3/4/2011 19:26
206,8,3/4/2011 19:29
206,9,3/4/2011 20:32
206,8,3/11/2011 20:48
206,6,3/11/2011 20:48
207,1,6/21/2011 21:40
207,8,6/23/2011 21:54
207,6,7/11/2011 15:42
208,1,10/12/2010 18:50
208,8,10/12/2010 20:58
208,6,10/12/2010 23:05
209,1,1/11/2012 19:39
209,8,1/11/2012 19:40
209,6,1/11/2012 19:41
211,1,8/2/2012 18:02
211,6,8/3/2012 20:56
212,1,5/14/2012 20:39
212,8,5/14/2012 20:39
212,6,5/14/2012 21:28
213,1,7/19/2011 18:43
213,6,7/27/2011 16:19
214,1,1/26/2011 17:16
214,1,1/26/2011 17:57
214,8,1/26/2011 17:57
214,6,1/27/2011 17:24
215,1,4/15/2010 15:13
215,8,4/27/2010 22:30
215,6,4/27/2010 22:30
216,1,3/24/2010 20:14
216,1,3/24/2010 20:14
216,8,3/24/2010 20:14
216,6,3/24/2010 20:14
217,1,3/4/2011 18:34
217,8,3/4/2011 18:35
217,6,3/9/2011 0:20
218,1,3/26/2011 1:16
218,8,3/26/2011 1:17
218,6,3/26/2011 1:31
218,8,3/28/2011 17:02
218,9,3/31/2011 23:35
218,8,4/8/2011 20:49
218,6,4/8/2011 21:01
219,8,11/11/2011 19:10
219,9,11/11/2011 19:52
219,8,11/15/2011 17:46
219,6,11/15/2011 17:47
219,6,11/15/2011 17:47
220,1,7/25/2011 19:03
220,8,7/28/2011 21:41
220,9,8/4/2011 17:47
220,6,8/4/2011 21:25
221,1,11/23/2011 19:46
221,8,11/26/2011 0:11
221,6,11/28/2011 20:46
222,1,2/1/2012 20:34
222,6,2/1/2012 20:35
223,1,3/15/2012 22:28
223,8,3/16/2012 20:30
223,6,3/17/2012 0:29
223,6,3/17/2012 0:29
224,1,5/28/2012 22:20
224,8,5/28/2012 22:21
224,9,5/28/2012 22:41
224,6,5/29/2012 16:06
225,1,7/21/2011 21:48
225,6,7/22/2011 21:05
226,1,4/12/2011 0:01
226,8,4/12/2011 0:01
226,6,4/13/2011 18:20
227,1,5/17/2011 17:14
227,8,5/17/2011 17:14
227,6,5/20/2011 20:41
228,1,9/22/2010 23:39
228,8,9/23/2010 16:37
228,6,9/23/2010 16:38
229,1,11/23/2011 18:44
229,6,11/23/2011 20:21
231,1,10/19/2010 22:08
231,1,10/21/2010 0:03
231,8,10/21/2010 0:04
231,6,10/21/2010 16:26
234,1,6/23/2010 23:57
234,1,6/28/2010 20:12
234,8,7/7/2010 18:10
234,6,7/7/2010 18:10
236,1,1/19/2011 19:08
236,8,2/5/2011 1:33
236,6,2/7/2011 19:48
238,1,7/23/2010 22:27
238,8,7/27/2010 15:36
238,6,7/27/2010 15:37
239,1,7/14/2011 21:26
239,8,7/14/2011 23:50
239,6,8/3/2011 16:14
240,1,7/27/2011 23:30
240,8,8/2/2011 23:54
240,6,8/10/2011 20:43
241,1,5/17/2012 23:53
241,8,5/18/2012 14:58
241,6,5/21/2012 16:27
242,1,8/2/2012 17:26
242,8,8/22/2012 22:24
242,6,8/22/2012 22:28
243,1,6/20/2012 22:41
243,8,6/20/2012 22:44
243,6,6/20/2012 22:44
244,1,11/25/2010 2:02
244,8,11/25/2010 2:21
244,6,11/25/2010 2:22
245,1,4/28/2010 23:21
245,8,4/29/2010 18:15
245,6,5/3/2010 20:56
246,1,10/27/2010 23:21
246,1,11/2/2010 23:57
246,8,11/2/2010 23:57
246,6,11/2/2010 23:57
247,3,8/10/2012 14:59
247,8,8/10/2012 15:02
247,6,8/10/2012 15:18
248,1,11/8/2011 22:32
248,6,11/9/2011 17:39
248,6,11/9/2011 17:39
249,1,4/20/2011 15:34
249,8,4/20/2011 15:35
249,6,4/27/2011 17:53
250,1,2/23/2011 2:06
250,8,2/23/2011 2:07
250,6,2/28/2011 19:43
251,1,6/26/2012 22:50
251,8,7/3/2012 15:44
251,6,7/6/2012 16:50
252,1,1/19/2011 23:55
252,8,1/19/2011 23:55
252,6,1/21/2011 0:21
252,8,1/24/2011 22:38
252,6,2/28/2011 18:40
254,1,11/23/2010 18:55
254,8,11/30/2010 23:09
254,6,11/30/2010 23:10
255,1,3/6/2012 17:24
255,8,3/6/2012 22:39
255,6,3/6/2012 23:07
256,1,1/12/2011 1:41
256,8,1/27/2011 19:59
256,6,1/27/2011 20:00
257,1,1/28/2011 20:42
257,8,2/9/2011 22:50
257,6,2/9/2011 22:50
258,1,12/2/2010 18:21
258,8,12/2/2010 19:16
258,9,12/2/2010 19:16
258,8,12/7/2010 1:45
258,6,12/7/2010 1:45
259,1,3/23/2010 17:10
259,1,3/24/2010 17:39
259,8,3/24/2010 17:39
259,6,5/6/2010 15:36
260,1,10/18/2010 21:15
260,1,10/18/2010 21:29
260,8,10/19/2010 18:17
260,6,11/15/2010 22:47
261,1,7/30/2012 18:55
261,8,7/30/2012 18:55
261,6,7/30/2012 21:14
263,1,12/29/2011 1:51
263,8,12/29/2011 19:16
263,6,12/30/2011 17:01
264,1,3/9/2011 22:27
264,8,3/11/2011 17:05
264,6,3/11/2011 17:22
266,1,6/18/2012 18:49
266,6,6/20/2012 15:11
266,6,6/20/2012 15:11
267,1,5/5/2011 17:41
267,8,5/5/2011 17:42
267,6,5/5/2011 21:14
268,3,7/23/2010 16:22
268,1,7/23/2010 16:23
268,8,7/23/2010 16:29
268,6,7/23/2010 17:53
269,8,12/12/2011 17:40
269,6,1/3/2012 18:15
270,1,4/1/2011 16:48
270,8,4/1/2011 16:49
270,9,4/1/2011 17:42
270,9,4/1/2011 18:40
270,8,4/4/2011 18:05
270,6,4/6/2011 18:48
271,3,3/8/2010 20:43
271,1,3/8/2010 20:44
271,1,3/8/2010 20:45
271,8,3/8/2010 20:52
271,6,3/9/2010 2:00
272,1,1/25/2012 16:58
272,8,1/25/2012 17:39
272,9,2/1/2012 20:28
272,6,2/29/2012 2:21
273,1,3/26/2010 0:16
273,8,3/26/2010 0:32
273,6,3/26/2010 2:10
274,1,4/20/2012 18:47
274,8,4/26/2012 16:37
274,6,4/26/2012 20:19
275,1,6/8/2010 20:44
275,8,6/28/2010 22:02
275,6,6/28/2010 22:07
276,3,3/30/2010 23:58
276,1,3/30/2010 23:58
276,8,3/30/2010 23:59
276,6,3/31/2010 0:13
277,1,3/13/2012 18:47
277,8,3/13/2012 18:48
277,6,3/14/2012 23:35
278,1,5/24/2010 20:55
278,9,5/25/2010 23:38
278,8,6/16/2010 16:46
278,9,6/16/2010 16:47
278,8,6/21/2010 23:04
278,6,6/22/2010 20:27
279,1,10/7/2011 17:50
279,6,10/7/2011 17:50
280,1,11/25/2010 23:02
280,8,11/25/2010 23:03
280,9,11/26/2010 0:56
280,8,11/30/2010 1:25
280,6,11/30/2010 1:25
280,8,11/30/2010 19:58
280,6,12/1/2010 23:33
281,1,6/30/2011 21:42
281,1,6/30/2011 21:42
281,8,7/4/2011 20:19
281,6,7/4/2011 20:57
283,1,6/12/2012 17:18
283,8,6/18/2012 18:01
283,6,7/2/2012 17:44
284,1,11/8/2011 17:24
284,8,11/8/2011 17:24
284,6,11/8/2011 17:34
285,1,5/2/2012 18:41
285,8,5/3/2012 16:00
285,6,5/3/2012 22:34
287,1,2/8/2011 16:48
287,8,2/8/2011 16:49
287,6,2/8/2011 19:49
288,1,11/17/2011 18:35
288,8,11/17/2011 18:36
288,6,11/17/2011 23:00
289,1,9/7/2010 22:11
289,8,9/7/2010 22:44
289,6,9/7/2010 23:39
290,1,2/14/2012 20:05
290,9,2/15/2012 18:20
290,6,3/1/2012 0:31
290,6,3/1/2012 0:31
291,1,10/13/2010 18:21
291,1,10/13/2010 18:21
291,8,10/13/2010 18:22
291,6,10/20/2010 23:23
292,1,8/2/2012 16:46
292,8,8/2/2012 16:48
292,6,8/2/2012 16:49
293,1,7/27/2012 21:10
293,8,8/10/2012 21:16
293,6,8/14/2012 16:26
294,1,5/14/2010 20:55
294,8,5/14/2010 21:02
294,6,5/14/2010 21:24
295,1,2/15/2012 18:20
295,8,2/15/2012 18:30
295,6,2/15/2012 22:06
295,6,2/15/2012 22:06
297,1,7/15/2010 18:44
297,8,7/15/2010 20:54
297,6,7/15/2010 21:10
298,1,12/1/2010 1:41
298,8,12/1/2010 18:11
298,6,12/1/2010 18:11
300,1,3/22/2012 1:34
300,8,3/22/2012 1:34
300,6,3/26/2012 18:31
301,1,5/6/2010 19:05
301,8,5/6/2010 21:01
301,6,5/6/2010 21:27
301,8,5/6/2010 22:36
301,9,5/7/2010 0:06
301,8,5/7/2010 20:17
301,6,5/7/2010 20:17
302,1,11/20/2010 1:53
302,8,11/20/2010 2:24
302,6,11/22/2010 17:52
303,1,2/6/2012 17:29
303,8,2/6/2012 17:29
303,6,2/6/2012 17:57
304,1,10/5/2011 23:48
304,8,10/6/2011 17:30
304,6,10/6/2011 21:48
305,1,5/7/2012 15:41
305,8,5/7/2012 16:10
305,9,5/7/2012 18:36
305,6,5/15/2012 20:35
306,1,9/20/2010 23:22
306,8,9/20/2010 23:23
306,6,9/20/2010 23:24
307,1,6/22/2012 16:02
307,8,6/25/2012 18:06
307,6,6/25/2012 18:27
309,1,7/20/2012 15:01
309,8,7/23/2012 22:08
309,6,7/23/2012 22:21
310,1,6/9/2011 18:44
310,8,7/1/2011 15:47
310,9,7/1/2011 23:15
310,6,7/14/2011 23:42
311,1,3/20/2012 19:06
311,8,3/20/2012 19:06
311,6,3/20/2012 19:07
312,1,7/18/2012 18:56
312,8,7/18/2012 21:29
312,6,7/19/2012 15:10
314,1,4/14/2011 16:29
314,8,4/18/2011 17:50
314,6,4/18/2011 17:57
315,1,11/10/2010 0:17
315,8,11/10/2010 0:17
315,9,11/19/2010 0:11
315,8,12/7/2010 0:21
315,6,12/7/2010 0:22
316,1,9/3/2010 16:38
316,1,9/3/2010 16:48
316,8,9/6/2010 23:27
316,6,9/6/2010 23:28
318,1,5/28/2012 22:36
318,8,5/30/2012 19:01
318,6,5/31/2012 15:51
319,1,12/29/2010 1:23
319,8,1/19/2011 0:33
319,9,1/19/2011 0:40
319,8,1/21/2011 23:36
319,6,1/21/2011 23:36
320,1,12/28/2010 1:12
320,8,12/28/2010 1:51
320,6,1/20/2011 19:48
321,1,7/1/2010 17:53
321,1,7/1/2010 20:33
321,8,7/2/2010 0:43
321,9,7/2/2010 0:55
321,8,7/2/2010 20:15
321,6,7/2/2010 20:39
322,1,11/25/2010 20:50
322,8,11/25/2010 20:50
322,9,11/26/2010 19:27
322,8,12/14/2010 0:43
322,6,12/14/2010 0:44
324,8,9/6/2012 16:45
324,6,9/24/2012 18:34
325,1,2/1/2011 23:02
325,1,2/16/2011 1:52
325,8,2/16/2011 1:52
325,6,2/21/2011 23:06
327,1,4/12/2010 17:39
327,8,4/29/2010 22:33
327,6,4/29/2010 22:33
328,1,1/10/2012 18:59
328,8,1/10/2012 18:59
328,6,1/10/2012 20:07
329,1,10/28/2011 19:03
329,8,11/2/2011 17:42
329,6,11/2/2011 17:43
